Area,X,Y,XM,YM,Major,Minor,Angle,Circ.,IntDen,RawIntDen,Slice,AR,Round,Solidity,especie
70288,162.97,122.314,162.97,122.314,343.541,260.503,1.083,0.707,17923440,17923440,494,1.319,0.758,0.915,10
68896,162.754,122.509,162.754,122.509,342.195,256.348,3.985,0.693,17568480,17568480,495,1.335,0.749,0.897,10
68678,162.628,122.332,162.628,122.332,341.934,255.732,4.24,0.691,17512890,17512890,496,1.337,0.748,0.894,10
72973,160.511,120.5,160.511,120.5,350.442,265.129,0.244,0.734,18608115,18608115,497,1.322,0.757,0.95,9
72844,160.445,120.587,160.445,120.587,350.163,264.871,0.233,0.733,18575220,18575220,498,1.322,0.756,0.948,9
73807,160.838,120.584,160.838,120.584,352.768,266.39,0.247,0.742,18820785,18820785,499,1.324,0.755,0.961,9
71390,159.896,120.896,159.896,120.896,345.872,262.804,0.053,0.718,18204450,18204450,500,1.316,0.76,0.93,9
73240,160.654,120.297,160.654,120.297,351.327,265.428,0.281,0.737,18676200,18676200,501,1.324,0.756,0.954,9
73287,160.492,120.461,160.492,120.461,352.106,265.011,0.226,0.737,18688185,18688185,502,1.329,0.753,0.954,9
72604,160.357,120.397,160.357,120.397,349.965,264.148,0.185,0.73,18514020,18514020,503,1.325,0.755,0.945,9
71639,160.637,120.382,160.637,120.382,346.873,262.96,0.34,0.719,18267945,18267945,504,1.319,0.758,0.933,9
70909,160.498,120.599,160.498,120.599,344.736,261.894,0.279,0.713,18081795,18081795,505,1.316,0.76,0.923,9
71256,160.082,120.68,160.082,120.68,345.551,262.555,0.181,0.717,18170280,18170280,506,1.316,0.76,0.928,9
72963,159.969,120.864,159.969,120.864,350.927,264.725,179.996,0.734,18605565,18605565,507,1.326,0.754,0.95,9
72504,159.852,121.006,159.852,121.006,349.579,264.075,179.929,0.729,18488520,18488520,508,1.324,0.755,0.944,9
73556,159.857,120.695,159.857,120.695,352.722,265.519,0.0003132,0.74,18756780,18756780,509,1.328,0.753,0.958,9
72295,161.407,120.774,161.407,120.774,348.384,264.217,0.403,0.727,18435225,18435225,510,1.319,0.758,0.941,9
71776,160.044,120.967,160.044,120.967,347.13,263.267,0.156,0.722,18302880,18302880,511,1.319,0.758,0.935,9
72898,159.232,120.718,159.232,120.718,349.907,265.261,0.122,0.733,18588990,18588990,512,1.319,0.758,0.949,9
72119,161.222,120.203,161.222,120.203,347.513,264.234,0.153,0.726,18390345,18390345,513,1.315,0.76,0.939,9
71210,162.244,120.203,162.244,120.203,346.214,261.883,2.127,0.716,18158550,18158550,514,1.322,0.756,0.927,9
73182,160.437,120.407,160.437,120.407,351.637,264.984,1.331,0.736,18661410,18661410,515,1.327,0.754,0.953,9
73663,160.513,120.021,160.513,120.021,353.162,265.574,1.04,0.741,18784065,18784065,516,1.33,0.752,0.959,9
71311,158.119,120.358,158.119,120.358,347.735,261.107,2.192,0.717,18184305,18184305,517,1.332,0.751,0.929,9
69998,158.143,120.538,158.143,120.538,343.638,259.355,1.708,0.704,17849490,17849490,518,1.325,0.755,0.911,9
71332,158.02,120.532,158.02,120.532,347.1,261.662,2.164,0.718,18189660,18189660,519,1.327,0.754,0.929,9
71486,158.246,120.539,158.246,120.539,347.182,262.165,2.163,0.719,18228930,18228930,520,1.324,0.755,0.931,9
70761,158.683,121.585,158.683,121.585,345.88,260.483,2.228,0.712,18044055,18044055,521,1.328,0.753,0.921,9
69617,157.519,119.435,157.519,119.435,344.103,257.595,3.934,0.7,17752335,17752335,522,1.336,0.749,0.906,9
70657,157.983,119.986,157.983,119.986,344.825,260.895,2.072,0.711,18017535,18017535,523,1.322,0.757,0.92,9
72958,161.195,120.245,161.195,120.245,350.571,264.977,1.194,0.734,18604290,18604290,524,1.323,0.756,0.95,9
70762,160.789,119.894,160.789,119.894,345.705,260.618,2.295,0.712,18044310,18044310,525,1.326,0.754,0.921,9
71614,159.949,119.121,159.949,119.121,348.167,261.891,2.706,0.72,18261570,18261570,526,1.329,0.752,0.932,9
70052,160.247,120.467,160.247,120.467,343.32,259.796,2.392,0.705,17863260,17863260,527,1.322,0.757,0.912,9
69126,160.299,119.451,160.299,119.451,342.125,257.257,2.758,0.695,17627130,17627130,528,1.33,0.752,0.9,9
69351,159.794,121.211,159.794,121.211,342.269,257.986,2.446,0.698,17684505,17684505,529,1.327,0.754,0.903,9
69606,160.792,120.156,160.792,120.156,343.37,258.104,3.518,0.696,17749530,17749530,530,1.33,0.752,0.906,9
70243,158.01,118.616,158.01,118.616,343.474,260.387,2.817,0.707,17911965,17911965,531,1.319,0.758,0.915,9
71939,160.099,119.335,160.099,119.335,348.758,262.633,1.999,0.724,18344445,18344445,532,1.328,0.753,0.937,9
71624,160.203,119.564,160.203,119.564,347.468,262.454,2.124,0.714,18264120,18264120,533,1.324,0.755,0.933,9
69484,160.069,119.045,160.069,119.045,341.757,258.867,2.284,0.699,17718420,17718420,534,1.32,0.757,0.905,9
70163,160.522,120.438,160.522,120.438,343.872,259.79,2.703,0.706,17891565,17891565,535,1.324,0.755,0.914,9
71197,160.019,118.96,160.019,118.96,346.277,261.787,1.969,0.716,18155235,18155235,536,1.323,0.756,0.927,9
69301,161.84,122.069,161.84,122.069,343.802,256.65,4.238,0.697,17671755,17671755,537,1.34,0.747,0.902,9
71042,160.981,119.048,160.981,119.048,346.221,261.259,2.153,0.715,18115710,18115710,538,1.325,0.755,0.925,9
71290,159.088,119.302,159.088,119.302,346.711,261.801,2.796,0.717,18178950,18178950,539,1.324,0.755,0.928,9
71204,161.119,120.28,161.119,120.28,347.678,260.758,3.08,0.716,18157020,18157020,540,1.333,0.75,0.927,9
70929,160.405,120.347,160.405,120.347,347.832,259.635,3.446,0.714,18086895,18086895,541,1.34,0.746,0.924,9
71026,161.104,121.19,161.104,121.19,346.874,260.709,2.974,0.715,18111630,18111630,542,1.331,0.752,0.925,9
70015,160.669,120.603,160.669,120.603,344.615,258.682,3.211,0.704,17853825,17853825,543,1.332,0.751,0.912,9
68216,159.843,119.543,159.843,119.543,339.458,255.864,3.812,0.686,17395080,17395080,544,1.327,0.754,0.888,9
72770,160.06,122.093,160.06,122.093,351.343,263.713,0.36,0.732,18556350,18556350,545,1.332,0.751,0.948,9
72819,159.885,121.332,159.885,121.332,350.372,264.622,179.999,0.733,18568845,18568845,546,1.324,0.755,0.948,9
73897,159.995,121.403,159.995,121.403,354.031,265.764,179.993,0.743,18843735,18843735,547,1.332,0.751,0.962,9
71970,160.229,122.676,160.229,122.676,349.376,262.282,179.78,0.724,18352350,18352350,548,1.332,0.751,0.937,9
71575,160.559,121.128,160.559,121.128,346.663,262.884,179.961,0.72,18251625,18251625,549,1.319,0.758,0.932,9
69482,158.565,121.097,158.565,121.097,340.162,260.074,0.343,0.699,17717910,17717910,550,1.308,0.765,0.905,9
72048,158.838,121.829,158.838,121.829,348.019,263.59,179.667,0.725,18372240,18372240,551,1.32,0.757,0.938,9
73931,160.738,122.034,160.738,122.034,355.038,265.132,0.597,0.744,18852405,18852405,552,1.339,0.747,0.963,3
75535,159.904,120.658,159.904,120.658,358.08,268.583,179.951,0.76,19261425,19261425,553,1.333,0.75,0.984,3
72978,160.52,121.266,160.52,121.266,351.037,264.697,0.281,0.734,18609390,18609390,554,1.326,0.754,0.95,3
73526,160.726,120.601,160.726,120.601,351.603,266.256,0.22,0.74,18749130,18749130,555,1.321,0.757,0.957,3
73962,159.33,120.205,159.33,120.205,352.906,266.845,179.888,0.744,18860310,18860310,556,1.323,0.756,0.963,3
74222,160.369,121.229,160.369,121.229,354.576,266.522,0.215,0.747,18926610,18926610,557,1.33,0.752,0.966,3
74102,160.506,120.268,160.506,120.268,353.549,266.864,0.024,0.745,18896010,18896010,558,1.325,0.755,0.965,3
74783,160.945,120.159,160.945,120.159,355.046,268.181,0.204,0.752,19069665,19069665,559,1.324,0.755,0.974,3
74268,160.082,120.403,160.082,120.403,353.981,267.136,0.102,0.747,18938340,18938340,560,1.325,0.755,0.967,3
74869,159.537,120.157,159.537,120.157,354.837,268.648,0.17,0.753,19091595,19091595,561,1.321,0.757,0.975,3
73973,159.207,120.386,159.207,120.386,352.918,266.876,0.09,0.744,18863115,18863115,562,1.322,0.756,0.963,3
74165,159.987,120.087,159.987,120.087,353.947,266.791,179.945,0.746,18912075,18912075,563,1.327,0.754,0.966,3
74695,159.487,120.254,159.487,120.254,355.205,267.746,179.956,0.751,19047225,19047225,564,1.327,0.754,0.973,3
74003,160.169,119.869,160.169,119.869,353.291,266.702,0.089,0.744,18870765,18870765,565,1.325,0.755,0.964,3
72637,159.609,120.344,159.609,120.344,349.519,264.604,0.079,0.731,18522435,18522435,566,1.321,0.757,0.946,3
75362,159.591,120.018,159.591,120.018,356.657,269.037,0.07,0.758,19217310,19217310,567,1.326,0.754,0.981,3
74997,159.874,120.19,159.874,120.19,355.892,268.309,0.109,0.752,19124235,19124235,568,1.326,0.754,0.977,3
73318,160.787,119.313,160.787,119.313,350.758,266.142,0.402,0.738,18696090,18696090,569,1.318,0.759,0.955,3
74424,161.319,120.425,161.319,120.425,353.646,267.95,0.644,0.748,18978120,18978120,570,1.32,0.758,0.969,3
74233,160.38,120.223,160.38,120.223,353.904,267.068,0.341,0.747,18929415,18929415,571,1.325,0.755,0.967,3
75394,160.257,120.155,160.257,120.155,356.703,269.117,0.279,0.758,19225470,19225470,572,1.325,0.754,0.982,3
74320,160.144,120.421,160.144,120.421,354.039,267.279,0.234,0.748,18951600,18951600,573,1.325,0.755,0.968,3
73869,159.602,120.346,159.602,120.346,352.653,266.701,0.427,0.743,18836595,18836595,574,1.322,0.756,0.962,3
73210,159.482,120.533,159.482,120.533,350.849,265.681,0.18,0.736,18668550,18668550,575,1.321,0.757,0.953,3
72553,159.362,120.005,159.362,120.005,349.126,264.596,0.644,0.73,18501015,18501015,576,1.319,0.758,0.945,3
73396,159.802,120.175,159.802,120.175,351.854,265.595,0.309,0.738,18715980,18715980,577,1.325,0.755,0.956,3
73663,159.48,120.482,159.48,120.482,352.303,266.222,0.442,0.741,18784065,18784065,578,1.323,0.756,0.959,3
74439,159.67,120.148,159.67,120.148,354.787,267.142,0.173,0.749,18981945,18981945,579,1.328,0.753,0.969,3
72864,159.617,120.46,159.617,120.46,350.446,264.729,0.422,0.733,18580320,18580320,580,1.324,0.755,0.949,3
72239,160.275,120.768,160.275,120.768,348.023,264.286,0.718,0.727,18420945,18420945,581,1.317,0.759,0.941,3
75437,160.335,120.391,160.335,120.391,357.157,268.927,0.256,0.759,19236435,19236435,582,1.328,0.753,0.982,3
74577,160.12,120.632,160.12,120.632,354.731,267.68,0.51,0.75,19017135,19017135,583,1.325,0.755,0.971,3
72361,160.389,121.844,160.389,121.844,349.686,263.473,1.238,0.728,18452055,18452055,584,1.327,0.753,0.942,3
75496,160.367,119.97,160.367,119.97,357.354,268.989,0.012,0.759,19251480,19251480,585,1.329,0.753,0.983,3
75926,159.744,119.897,159.744,119.897,358.577,269.599,0.069,0.764,19361130,19361130,586,1.33,0.752,0.989,3
76018,159.752,119.911,159.752,119.911,358.828,269.737,0.062,0.765,19384590,19384590,587,1.33,0.752,0.99,3
74801,160.352,119.845,160.352,119.845,355.627,267.807,0.017,0.752,19074255,19074255,588,1.328,0.753,0.974,3
75905,159.936,119.933,159.936,119.933,358.576,269.526,0.027,0.764,19355775,19355775,589,1.33,0.752,0.988,3
75188,159.819,119.947,159.819,119.947,356.835,268.282,0.082,0.756,19172940,19172940,590,1.33,0.752,0.979,3
75104,160.033,119.962,160.033,119.962,355.787,268.771,0.025,0.756,19151520,19151520,591,1.324,0.755,0.978,3
74941,159.765,119.842,159.765,119.842,355.719,268.239,0.096,0.754,19109955,19109955,592,1.326,0.754,0.976,3
75637,159.935,119.858,159.935,119.858,357.553,269.342,179.997,0.761,19287435,19287435,593,1.328,0.753,0.985,3
75531,159.625,119.833,159.625,119.833,357.481,269.019,0.076,0.76,19260405,19260405,594,1.329,0.753,0.983,3
74223,160.102,120.633,160.102,120.633,354.166,266.834,179.886,0.747,18926865,18926865,595,1.327,0.753,0.966,3
73671,160.155,120.305,160.155,120.305,352.49,266.109,179.855,0.741,18786105,18786105,596,1.325,0.755,0.959,3
72643,160.065,120.621,160.065,120.621,348.942,265.064,179.996,0.731,18523965,18523965,597,1.316,0.76,0.946,3
72614,159.652,122.577,159.652,122.577,350.854,263.514,179.488,0.73,18516570,18516570,598,1.331,0.751,0.945,3
75449,160.111,120.723,160.111,120.723,357.673,268.583,179.92,0.759,19239495,19239495,599,1.332,0.751,0.982,3
75733,159.753,120.616,159.753,120.616,358.507,268.966,179.699,0.757,19311915,19311915,600,1.333,0.75,0.986,3
75496,159.707,120.65,159.707,120.65,357.954,268.539,179.702,0.759,19251480,19251480,601,1.333,0.75,0.983,3
74495,160.666,121.05,160.666,121.05,355.313,266.948,0.105,0.749,18996225,18996225,602,1.331,0.751,0.97,3
75452,159.926,120.646,159.926,120.646,357.787,268.507,179.806,0.759,19240260,19240260,603,1.333,0.75,0.982,3
74106,159.986,120.519,159.986,120.519,353.585,266.852,179.824,0.745,18897030,18897030,604,1.325,0.755,0.965,3
74102,159.873,121.288,159.873,121.288,354.376,266.241,179.566,0.745,18896010,18896010,605,1.331,0.751,0.965,3
75858,160.071,120.288,160.071,120.288,358.645,269.306,179.935,0.761,19343790,19343790,606,1.332,0.751,0.988,3
75088,160.359,120.537,160.359,120.537,356.269,268.351,179.905,0.755,19147440,19147440,607,1.328,0.753,0.978,3
75530,160.017,120.555,160.017,120.555,357.994,268.629,179.915,0.76,19260150,19260150,608,1.333,0.75,0.983,3
75391,160.009,119.786,160.009,119.786,357.292,268.662,179.925,0.761,19224705,19224705,609,1.33,0.752,0.982,3
75751,159.828,120.11,159.828,120.11,358.165,269.287,0.002,0.762,19316505,19316505,610,1.33,0.752,0.986,3
75755,159.844,120.06,159.844,120.06,358.153,269.31,179.915,0.762,19317525,19317525,611,1.33,0.752,0.986,3
75705,159.807,120.096,159.807,120.096,357.979,269.263,179.996,0.762,19304775,19304775,612,1.329,0.752,0.986,3
75247,159.87,119.869,159.87,119.869,356.68,268.609,0.06,0.757,19187985,19187985,613,1.328,0.753,0.98,3
75623,160.071,119.974,160.071,119.974,357.85,269.069,179.963,0.762,19283865,19283865,614,1.33,0.752,0.985,3
74990,159.58,119.921,159.58,119.921,356.028,268.182,0.07,0.753,19122450,19122450,615,1.328,0.753,0.976,3
75791,160.45,120.525,160.45,120.525,358.598,269.104,0.304,0.762,19326705,19326705,616,1.333,0.75,0.987,3
65746,159.302,119.559,159.302,119.559,332.017,252.127,0.327,0.661,16765230,16765230,617,1.317,0.759,0.856,11
67200,160.923,118.693,160.923,118.693,336.914,253.957,0.138,0.676,17136000,17136000,618,1.327,0.754,0.875,11
66294,162.974,119.74,162.974,119.74,333.204,253.323,179.937,0.667,16904970,16904970,619,1.315,0.76,0.863,11
65700,161.083,120.738,161.083,120.738,333.826,250.585,0.317,0.661,16753500,16753500,620,1.332,0.751,0.855,11
65416,162.728,120.546,162.728,120.546,330.397,252.092,0.452,0.658,16681080,16681080,621,1.311,0.763,0.852,11
64565,164.591,118.739,164.591,118.739,328.002,250.628,179.667,0.65,16464075,16464075,622,1.309,0.764,0.841,11
66738,159.013,117.34,159.013,117.34,335.25,253.463,0.012,0.671,17018190,17018190,623,1.323,0.756,0.869,11
63519,163.534,120.921,163.534,120.921,328.501,246.194,0.205,0.639,16197345,16197345,624,1.334,0.749,0.827,11
63796,162.784,121.319,162.784,121.319,328.939,246.938,0.955,0.642,16267980,16267980,625,1.332,0.751,0.831,11
64595,163.625,121.838,163.625,121.838,329.96,249.257,0.179,0.65,16471725,16471725,626,1.324,0.755,0.841,11
63605,164.429,121.038,164.429,121.038,326.725,247.867,0.82,0.64,16219275,16219275,627,1.318,0.759,0.828,11
63264,163.888,120.734,163.888,120.734,325.272,247.64,0.708,0.636,16132320,16132320,628,1.313,0.761,0.824,11
62837,163.242,120.029,163.242,120.029,325.148,246.062,0.41,0.632,16023435,16023435,629,1.321,0.757,0.818,11
64218,164.305,120.397,164.305,120.397,326.642,250.319,0.146,0.646,16375590,16375590,630,1.305,0.766,0.836,11
67981,162.701,118.898,162.701,118.898,337.539,256.433,179.89,0.684,17335155,17335155,631,1.316,0.76,0.885,11
65655,162.839,119.01,162.839,119.01,330.736,252.753,179.197,0.66,16742025,16742025,632,1.309,0.764,0.855,11
64441,164.167,120.271,164.167,120.271,326.515,251.286,179.477,0.648,16432455,16432455,633,1.299,0.77,0.839,11
67597,161.074,122.428,161.074,122.428,338.507,254.255,0.07,0.68,17237235,17237235,634,1.331,0.751,0.88,11
64293,162.45,120.06,162.45,120.06,328.998,248.817,0.042,0.647,16394715,16394715,635,1.322,0.756,0.837,11
68972,158.239,120.992,158.239,120.992,341.232,257.355,179.531,0.694,17587860,17587860,636,1.326,0.754,0.898,11
65843,161.817,121.754,161.817,121.754,330.327,253.79,0.25,0.662,16789965,16789965,637,1.302,0.768,0.857,11
61977,163.917,121.141,163.917,121.141,322.388,244.772,179.997,0.623,15804135,15804135,638,1.317,0.759,0.807,11
65522,161.053,122.669,161.053,122.669,332.352,251.015,179.806,0.659,16708110,16708110,639,1.324,0.755,0.853,11
64580,163.311,118.071,163.311,118.071,330.244,248.985,179.641,0.65,16467900,16467900,640,1.326,0.754,0.841,11
63929,162.277,119.914,162.277,119.914,328.957,247.439,179.931,0.643,16301895,16301895,641,1.329,0.752,0.832,11
63371,164.981,118.373,164.981,118.373,326.409,247.194,179.354,0.638,16159605,16159605,642,1.32,0.757,0.825,11
65924,161.46,118.994,161.46,118.994,333.356,251.794,0.336,0.663,16810620,16810620,643,1.324,0.755,0.858,11
67311,161.012,120.075,161.012,120.075,336.878,254.404,0.355,0.677,17164305,17164305,644,1.324,0.755,0.876,11
64994,163.145,119.571,163.145,119.571,333.147,248.398,179.493,0.654,16573470,16573470,645,1.341,0.746,0.846,11
64426,163.338,119.706,163.338,119.706,328.2,249.938,0.686,0.648,16428630,16428630,646,1.313,0.762,0.839,11
66091,162.801,120.051,162.801,120.051,332.057,253.419,0.652,0.665,16853205,16853205,647,1.31,0.763,0.861,11
63236,164.103,120.867,164.103,120.867,323.603,248.807,0.546,0.636,16125180,16125180,648,1.301,0.769,0.823,11
62764,162.864,119.475,162.864,119.475,324.861,245.993,179.901,0.631,16004820,16004820,649,1.321,0.757,0.817,11
62174,163.463,119.914,163.463,119.914,323.087,245.019,0.194,0.625,15854370,15854370,650,1.319,0.758,0.81,11
63383,164.092,121.55,164.092,121.55,323.93,249.133,0.76,0.638,16162665,16162665,651,1.3,0.769,0.825,11
63065,159.942,122.605,159.942,122.605,328.38,244.524,0.868,0.634,16081575,16081575,652,1.343,0.745,0.821,11
64792,160.279,122.264,160.279,122.264,330.895,249.311,0.15,0.652,16521960,16521960,653,1.327,0.753,0.844,11
65218,162.07,123.361,162.07,123.361,332.491,249.745,0.106,0.656,16630590,16630590,654,1.331,0.751,0.849,11
64292,162.893,122.616,162.893,122.616,331.194,247.164,3.111,0.647,16394460,16394460,655,1.34,0.746,0.837,11
63932,160.58,120.818,160.58,120.818,330.488,246.304,3.36,0.643,16302660,16302660,656,1.342,0.745,0.832,11
61870,157.674,121.206,157.674,121.206,327.291,240.689,4.42,0.622,15776850,15776850,657,1.36,0.735,0.806,11
62285,161.715,122.422,161.715,122.422,325.974,243.282,4.102,0.627,15882675,15882675,658,1.34,0.746,0.811,11
65351,158.786,120.987,158.786,120.987,336.651,247.162,1.998,0.657,16664505,16664505,659,1.362,0.734,0.851,11
64881,160.038,123.429,160.038,123.429,332.345,248.564,2.979,0.653,16544655,16544655,660,1.337,0.748,0.845,11
65051,158.855,122.364,158.855,122.364,331.884,249.561,2.27,0.654,16588005,16588005,661,1.33,0.752,0.847,11
63736,158.576,122.366,158.576,122.366,330.888,245.252,3.935,0.641,16252680,16252680,662,1.349,0.741,0.83,11
63984,163.075,121.11,163.075,121.11,330.294,246.65,4.783,0.644,16315920,16315920,663,1.339,0.747,0.833,11
67605,158.54,120.865,158.54,120.865,337.034,255.397,0.073,0.68,17239275,17239275,664,1.32,0.758,0.88,11
66776,160.312,119.091,160.312,119.091,335.478,253.435,0.197,0.672,17027880,17027880,665,1.324,0.755,0.869,11
64552,161.197,123.37,161.197,123.37,331.692,247.791,0.144,0.649,16460760,16460760,666,1.339,0.747,0.841,11
69706,155.585,122.439,155.585,122.439,342.116,259.422,178.206,0.701,17775030,17775030,667,1.319,0.758,0.908,12
70503,157.377,120.739,157.377,120.739,343.208,261.554,179.762,0.709,17978265,17978265,668,1.312,0.762,0.918,12
69350,156.539,122.177,156.539,122.177,339.269,260.263,178.885,0.698,17684250,17684250,669,1.304,0.767,0.903,12
68925,156.781,121.389,156.781,121.389,338.989,258.881,179.493,0.693,17575875,17575875,670,1.309,0.764,0.897,12
68771,157.044,123.096,157.044,123.096,339.031,258.271,178.429,0.692,17536605,17536605,671,1.313,0.762,0.895,12
69791,157.653,121.723,157.653,121.723,341.397,260.285,179.195,0.702,17796705,17796705,672,1.312,0.762,0.909,12
68293,156.409,121.651,156.409,121.651,336.942,258.066,179.157,0.687,17414715,17414715,673,1.306,0.766,0.889,12
66606,156.555,121.082,156.555,121.082,332.496,255.057,179.259,0.67,16984530,16984530,674,1.304,0.767,0.867,12
68830,158.731,121.966,158.731,121.966,340.201,257.604,179.51,0.692,17551650,17551650,675,1.321,0.757,0.896,12
69248,157.253,122.409,157.253,122.409,340.786,258.723,178.969,0.697,17658240,17658240,676,1.317,0.759,0.902,12
66572,157.813,121.324,157.813,121.324,333.815,253.92,179.873,0.67,16975860,16975860,677,1.315,0.761,0.867,12
69182,156.773,120.853,156.773,120.853,338.711,260.06,179.347,0.696,17641410,17641410,678,1.302,0.768,0.901,12
66703,155.866,122.519,155.866,122.519,334.805,253.667,178.462,0.671,17009265,17009265,679,1.32,0.758,0.869,12
68932,157.014,122,157.014,122,338.793,259.058,178.3,0.693,17577660,17577660,680,1.308,0.765,0.898,12
68497,157.662,121.961,157.662,121.961,339.236,257.087,178.879,0.689,17466735,17466735,681,1.32,0.758,0.892,12
66992,156.723,121.619,156.723,121.619,333.655,255.644,179.408,0.674,17082960,17082960,682,1.305,0.766,0.872,12
67823,156.261,121.873,156.261,121.873,335.601,257.314,178.761,0.682,17294865,17294865,683,1.304,0.767,0.883,12
67881,156.447,123.497,156.447,123.497,337.096,256.393,177.891,0.683,17309655,17309655,684,1.315,0.761,0.884,12
70102,156.445,122.029,156.445,122.029,342.687,260.461,178.85,0.705,17876010,17876010,685,1.316,0.76,0.913,12
69762,157.312,119.807,157.312,119.807,340.749,260.672,179.7,0.702,17789310,17789310,686,1.307,0.765,0.908,12
67049,156.591,120.523,156.591,120.523,333.594,255.908,179.587,0.675,17097495,17097495,687,1.304,0.767,0.873,12
68082,156.985,120.034,156.985,120.034,337.913,256.529,179.694,0.685,17360910,17360910,688,1.317,0.759,0.886,12
68668,156.367,122.584,156.367,122.584,338.615,258.202,178.788,0.691,17510340,17510340,689,1.311,0.763,0.894,12
68280,158.908,121.217,158.908,121.217,338.83,256.579,179.583,0.687,17411400,17411400,690,1.321,0.757,0.889,12
69224,156.991,121.918,156.991,121.918,339.844,259.351,179.144,0.696,17652120,17652120,691,1.31,0.763,0.901,12
67927,156.29,121.789,156.29,121.789,336.502,257.019,179,0.683,17321385,17321385,692,1.309,0.764,0.884,12
66910,156.553,121.43,156.553,121.43,332.857,255.943,179.672,0.673,17062050,17062050,693,1.301,0.769,0.871,12
67912,156.899,121.329,156.899,121.329,335.953,257.382,179.43,0.683,17317560,17317560,694,1.305,0.766,0.884,12
68741,157.301,122.129,157.301,122.129,338.89,258.266,179.169,0.692,17528955,17528955,695,1.312,0.762,0.895,12
68527,157.361,120.955,157.361,120.955,337.112,258.82,179.604,0.689,17474385,17474385,696,1.302,0.768,0.892,12
68651,156.074,121.274,156.074,121.274,336.868,259.476,179.294,0.691,17506005,17506005,697,1.298,0.77,0.894,12
68646,156.655,123.04,156.655,123.04,338.72,258.038,179.025,0.691,17504730,17504730,698,1.313,0.762,0.894,12
67296,155.351,122.44,155.351,122.44,333.821,256.676,178.405,0.677,17160480,17160480,699,1.301,0.769,0.876,12
69223,158.292,121.431,158.292,121.431,341.265,258.267,179.476,0.696,17651865,17651865,700,1.321,0.757,0.901,12
68236,157.022,120.552,157.022,120.552,337.39,257.508,179.537,0.686,17400180,17400180,701,1.31,0.763,0.888,12
66178,156.265,125.055,156.265,125.055,333.758,252.46,178.15,0.666,16875390,16875390,702,1.322,0.756,0.862,12
69305,157.219,120.506,157.219,120.506,339.319,260.056,179.574,0.697,17672775,17672775,703,1.305,0.766,0.902,12
66901,155.525,123.546,155.525,123.546,334.734,254.474,177.605,0.673,17059755,17059755,704,1.315,0.76,0.871,12
68442,158.67,121.965,158.67,121.965,339.247,256.872,179.318,0.689,17452710,17452710,705,1.321,0.757,0.891,12
69511,157.714,122.042,157.714,122.042,341.132,259.442,179.358,0.699,17725305,17725305,706,1.315,0.761,0.905,12
66722,155.509,124.442,155.509,124.442,335.301,253.364,177.948,0.671,17014110,17014110,707,1.323,0.756,0.869,12
69282,157.758,121.713,157.758,121.713,340.682,258.929,179.631,0.697,17666910,17666910,708,1.316,0.76,0.902,12
68708,156.016,122.544,156.016,122.544,338.101,258.745,178.781,0.691,17520540,17520540,709,1.307,0.765,0.895,12
70126,158.077,122.656,158.077,122.656,344.283,259.343,179.234,0.705,17882130,17882130,710,1.328,0.753,0.913,12
67987,157.993,122.623,157.993,122.623,339.027,255.33,179.191,0.684,17336685,17336685,711,1.328,0.753,0.885,12
70085,157.551,122.133,157.551,122.133,342.918,260.222,178.498,0.704,17871675,17871675,712,1.318,0.759,0.913,12
69447,158.305,121.797,158.305,121.797,341.535,258.898,179.183,0.699,17708985,17708985,713,1.319,0.758,0.904,12
68455,157.812,121.855,157.812,121.855,338.351,257.601,179.673,0.689,17456025,17456025,714,1.313,0.761,0.891,12
69113,156.761,122.09,156.761,122.09,339.254,259.385,178.159,0.695,17623815,17623815,715,1.308,0.765,0.9,12
68975,156.495,122.101,156.495,122.101,338.613,259.357,178.627,0.694,17588625,17588625,716,1.306,0.766,0.898,12
68596,156.719,121.894,156.719,121.894,338.289,258.179,178.519,0.69,17491980,17491980,717,1.31,0.763,0.893,12
64779,155.335,120.757,155.335,120.757,327.953,251.497,179.295,0.652,16518645,16518645,718,1.304,0.767,0.843,12
69674,156.987,119.947,156.987,119.947,340.171,260.786,0.089,0.701,17766870,17766870,719,1.304,0.767,0.907,12
68199,157.103,122.756,157.103,122.756,339.179,256.011,178.605,0.686,17390745,17390745,720,1.325,0.755,0.888,12
68488,156.955,122.309,156.955,122.309,337.887,258.079,179.2,0.689,17464440,17464440,721,1.309,0.764,0.892,12
68907,156.314,118.229,156.314,118.229,340.612,257.581,3.398,0.693,17571285,17571285,722,1.322,0.756,0.897,12
65414,155.57,121.573,155.57,121.573,333.543,249.706,3.978,0.658,16680570,16680570,723,1.336,0.749,0.852,12
66178,154.634,119.158,154.634,119.158,334.751,251.711,5.291,0.666,16875390,16875390,724,1.33,0.752,0.862,12
65335,154.816,120.57,154.816,120.57,331.724,250.772,4.343,0.657,16660425,16660425,725,1.323,0.756,0.851,12
67599,155.621,120.523,155.621,120.523,337.296,255.176,3.569,0.68,17237745,17237745,726,1.322,0.757,0.88,12
68361,155.258,119.816,155.258,119.816,339.293,256.534,3.28,0.688,17432055,17432055,727,1.323,0.756,0.89,12
68171,155.589,120.224,155.589,120.224,338.524,256.401,2.986,0.686,17383605,17383605,728,1.32,0.757,0.888,12
65693,155.864,118.99,155.864,118.99,334.112,250.344,4.61,0.661,16751715,16751715,729,1.335,0.749,0.855,12
